cell_name,is_seq,is_macro,is_in_clk,x0,y0,x1,y1,is_buf,is_inv,libcell_name,cell_static_power,cell_dynamic_power
FE_OCPC2271_u_NV_NVDLA_cmac_u_core_u_mac_0_csa_tree_ADD_TC_OP_6_groupi_n_43,0,0,0,72018,56844,72234,57114,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_g7180_dup,0,0,0,32112,59814,32598,60084,0,0,XOR2xp5_ASAP7_75t_R,2.2527600618271748e-10,0.0
FE_OCPC2270_FE_DBTN20_u_NV_NVDLA_cmac_u_core_u_mac_2_n_567,0,0,0,60408,44694,60624,44964,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2269_u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_n_347,0,0,0,30654,64674,30924,64944,1,0,BUFx2_ASAP7_75t_R,6.941600072529752e-11,0.0
FE_RC_5118_0_dup,0,0,0,57276,62244,57708,62514,0,0,AOI21x1_ASAP7_75t_R,7.237969945617095e-11,0.0
FE_RC_5365_0,0,0,0,68940,41724,69156,41994,0,0,NAND2xp5_ASAP7_75t_R,3.976100004798866e-11,0.0
FE_RC_5364_0,0,0,0,68940,41454,69102,41724,0,1,INVxp67_ASAP7_75t_R,1.296480024032265e-11,0.0
FE_RC_5363_0,0,0,0,69750,41184,70128,41454,0,0,OA21x2_ASAP7_75t_R,1.0251716142661849e-10,0.0
FE_RC_5362_0,0,0,0,71100,41184,71424,41454,0,0,AOI22xp5_ASAP7_75t_R,8.74661454375314e-11,0.0
FE_OCPC2268_u_NV_NVDLA_cmac_u_core_u_mac_0_csa_tree_ADD_TC_OP_6_groupi_n_496,0,0,0,73260,53874,73476,54144,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_RC_5361_0,0,0,0,23202,44964,23526,45234,0,0,AOI22xp5_ASAP7_75t_R,3.943879944845463e-11,0.0
FE_RC_5360_0,0,0,0,73800,55224,74016,55494,0,0,NAND2xp5_ASAP7_75t_R,3.976100004798866e-11,0.0
FE_RC_5359_0,0,0,0,73638,55224,73800,55494,0,1,INVxp67_ASAP7_75t_R,1.296480024032265e-11,0.0
FE_RC_5358_0,0,0,0,75150,55494,75528,55764,0,0,OA21x2_ASAP7_75t_R,1.0251716142661849e-10,0.0
FE_RC_5357_0,0,0,0,74232,55764,74556,56034,0,0,AOI22xp5_ASAP7_75t_R,8.74661454375314e-11,0.0
FE_RC_5356_0,0,0,0,68022,41724,68346,41994,0,0,AOI22xp33_ASAP7_75t_R,2.463529900909034e-11,0.0
FE_RC_5355_0,0,0,0,74556,54684,74772,54954,0,0,NOR2xp33_ASAP7_75t_R,4.221989771679979e-11,0.0
FE_OCPC2267_u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_n_84,0,0,0,29736,65754,30006,66024,1,0,BUFx2_ASAP7_75t_R,1.0454100085599549e-10,0.0
FE_RC_5353_0,0,0,0,24552,65214,24714,65484,0,1,INVx1_ASAP7_75t_R,1.9444199722551403e-11,0.0
FE_RC_5352_0,0,0,0,24336,65214,24552,65484,0,0,NAND2xp5_ASAP7_75t_R,8.254679578767465e-11,0.0
FE_RC_5351_0,0,0,0,24444,64674,24606,64944,0,1,INVxp67_ASAP7_75t_R,1.296480024032265e-11,0.0
FE_RC_5350_0,0,0,0,23526,64674,23850,64944,0,0,OAI22xp33_ASAP7_75t_R,2.463529900909034e-11,0.0
FE_OCPC2266_u_NV_NVDLA_cmac_u_core_u_mac_3_n_725,0,0,0,29898,66294,30168,66564,1,0,BUFx2_ASAP7_75t_R,6.941600072529752e-11,0.0
FE_OCPC2265_u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_n_42,0,0,0,27792,66024,28008,66294,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_RC_5349_0,0,0,0,23472,43074,23796,43344,0,0,AND2x2_ASAP7_75t_R,2.1741600186864218e-10,0.0
FE_RC_5348_0,0,0,0,23256,43074,23472,43344,0,0,NAND2xp5_ASAP7_75t_R,7.666219742352709e-11,0.0
FE_OCPC2263_u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_n_95,0,0,0,27684,64134,27900,64404,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_RC_5347_0,0,0,0,22608,45234,22770,45504,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_RC_5346_0,0,0,0,22716,44424,22878,44694,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_RC_5345_0,0,0,0,22014,45234,22338,45504,0,0,OAI22xp5_ASAP7_75t_R,3.943879944845463e-11,0.0
FE_RC_5343_0,0,0,0,21636,44964,21960,45234,0,0,OAI22xp5_ASAP7_75t_R,3.943879944845463e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_1_mul_126_55_g6643_dup,0,0,0,25524,33084,25740,33354,0,0,NAND2xp5_ASAP7_75t_R,3.976100004798866e-11,0.0
FE_OCPC2262_u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_n_653,0,0,0,24120,64944,24336,65214,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2261_u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_n_129,0,0,0,26118,65214,26334,65484,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2260_u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_n_110,0,0,0,27468,64134,27684,64404,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2259_u_NV_NVDLA_cmac_u_core_u_mac_3_n_725,0,0,0,29844,66024,30114,66294,1,0,BUFx2_ASAP7_75t_R,6.941600072529752e-11,0.0
FE_OCPC2258_u_NV_NVDLA_cmac_u_core_u_mac_3_mul_126_55_n_84,0,0,0,33192,47664,33408,47934,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2257_u_NV_NVDLA_cmac_u_core_u_mac_2_mul_122_55_n_25,0,0,0,57492,47394,57708,47664,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2256_u_NV_NVDLA_cmac_u_core_u_mac_1_mul_122_55_n_12,0,0,0,39456,44424,39672,44694,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2255_u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_n_139,0,0,0,24660,63864,24930,64134,1,0,BUFx2_ASAP7_75t_R,6.941600072529752e-11,0.0
FE_OCPC2254_u_NV_NVDLA_cmac_u_core_u_mac_2_csa_tree_ADD_TC_OP_6_groupi_n_535,0,0,0,68076,40104,68292,40374,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2253_u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_n_499,0,0,0,28494,64944,28710,65214,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2252_u_NV_NVDLA_cmac_u_core_u_mac_0_mul_134_55_n_57,0,0,0,69426,25794,69642,26064,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2251_u_NV_NVDLA_cmac_u_core_u_mac_2_csa_tree_ADD_TC_OP_6_groupi_n_550,0,0,0,67320,39024,67536,39294,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2250_u_NV_NVDLA_cmac_u_core_u_mac_2_csa_tree_ADD_TC_OP_6_groupi_n_91,0,0,0,63540,37944,63756,38214,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2249_u_NV_NVDLA_cmac_u_core_u_mac_3_csa_tree_ADD_TC_OP_6_groupi_n_550,0,0,0,25956,64944,26172,65214,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_mul_128_55_g2615_dup,0,0,0,59220,35514,59490,35784,0,0,OAI21xp5_ASAP7_75t_R,2.7547599618094054e-11,0.0
FE_RC_5342_0,0,0,0,75366,55224,76014,55494,0,0,XNOR2x1_ASAP7_75t_R,3.473240028917246e-10,0.0
FE_OCPC2248_u_NV_NVDLA_cmac_u_core_dat2_actv_data_17,0,0,0,55710,30114,55926,30384,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2247_u_NV_NVDLA_cmac_u_core_u_mac_2_mul_122_55_n_70,0,0,0,55548,48744,55764,49014,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2246_u_NV_NVDLA_cmac_u_core_u_mac_2_csa_tree_ADD_TC_OP_6_groupi_n_129,0,0,0,66834,39294,67050,39564,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2245_u_NV_NVDLA_cmac_u_core_u_mac_0_mul_134_55_n_65,0,0,0,69588,25524,69804,25794,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2244_u_NV_NVDLA_cmac_u_core_u_mac_0_mul_134_55_n_321,0,0,0,70722,27954,70938,28224,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2243_FE_DBTN11_u_NV_NVDLA_cmac_u_core_u_mac_2_mul_136_55_n_2,0,0,0,55116,58734,55332,59004,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2242_u_NV_NVDLA_cmac_u_core_u_mac_0_n_693,0,0,0,72342,49014,72558,49284,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2241_u_NV_NVDLA_cmac_u_core_u_mac_2_mul_136_55_n_49,0,0,0,57114,58734,57330,59004,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2240_u_NV_NVDLA_cmac_u_core_u_mac_2_mul_122_55_n_195,0,0,0,55710,49824,55926,50094,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2239_u_NV_NVDLA_cmac_u_core_u_mac_0_csa_tree_ADD_TC_OP_6_groupi_n_550,0,0,0,75582,51174,75798,51444,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_RC_5341_0,0,0,0,78390,54414,78714,54684,0,0,OAI22xp5_ASAP7_75t_R,3.818740115790753e-11,0.0
FE_OCPC2238_u_NV_NVDLA_cmac_u_core_u_mac_0_csa_tree_ADD_TC_OP_6_groupi_n_95,0,0,0,74718,50634,74934,50904,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2237_u_NV_NVDLA_cmac_u_core_u_mac_1_csa_tree_ADD_TC_OP_6_groupi_n_535,0,0,0,24174,41724,24390,41994,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_1_mul_132_55_g2736_dup,0,0,0,40536,51714,40968,51984,0,0,AO32x1_ASAP7_75t_R,7.044290151192456e-11,0.0
FE_RC_5340_0,0,0,0,79092,52254,79308,52524,0,0,NAND2xp5_ASAP7_75t_R,8.254679578767465e-11,0.0
FE_OCPC2236_u_NV_NVDLA_cmac_u_core_u_mac_1_n_691,0,0,0,26550,37944,26766,38214,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_RC_5339_0,0,0,0,73530,39294,73746,39564,0,0,NAND2xp5_ASAP7_75t_R,8.254679578767465e-11,0.0
FE_RC_5338_0,0,0,0,73746,39294,74016,39564,0,0,OAI21xp5_ASAP7_75t_R,3.916359944677872e-11,0.0
FE_OCPC2235_u_NV_NVDLA_cmac_u_core_u_mac_1_csa_tree_ADD_TC_OP_6_groupi_n_612,0,0,0,17910,41184,18126,41454,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2234_u_NV_NVDLA_cmac_u_core_u_mac_1_n_687,0,0,0,24282,37404,24498,37674,1,0,HB1xp67_ASAP7_75t_R,2.8231500470710102e-11,0.0
FE_OCPC2233_u_NV_NVDLA_cmac_u_core_u_mac_0_csa_tree_ADD_TC_OP_6_groupi_n_539,0,0,0,76824,50364,77094,50634,1,0,BUFx2_ASAP7_75t_R,1.0454100085599549e-10,0.0
FE_RC_5337_0,0,0,0,78066,51174,78228,51444,0,1,INVx1_ASAP7_75t_R,4.578819962075542e-11,0.0
FE_RC_5336_0,0,0,0,78012,51444,78552,51714,0,0,OAI22x1_ASAP7_75t_R,3.241350243765595e-11,0.0
FE_RC_5335_0,0,0,0,22716,63324,22986,63594,0,0,OAI21xp5_ASAP7_75t_R,2.7547599618094054e-11,0.0
FE_RC_5334_0,0,0,0,73206,39294,73476,39564,0,0,OAI21xp5_ASAP7_75t_R,2.7547599618094054e-11,0.0
FE_OCPC2232_u_NV_NVDLA_cmac_u_core_u_mac_2_n_725,0,0,0,61110,39834,61542,40104,1,0,BUFx4f_ASAP7_75t_R,1.3883200145059504e-10,0.0
FE_OCPC2231_u_NV_NVDLA_cmac_u_core_u_mac_2_csa_tree_ADD_TC_OP_6_groupi_n_499,0,0,0,67266,40644,67482,40914,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_OCPC2230_u_NV_NVDLA_cmac_u_core_u_mac_2_csa_tree_ADD_TC_OP_6_groupi_n_135,0,0,0,72612,39294,72828,39564,1,0,HB1xp67_ASAP7_75t_R,3.701279907564192e-11,0.0
FE_RC_5333_0,0,0,0,17316,41724,17478,41994,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_RC_5332_0,0,0,0,18126,41454,18288,41724,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_RC_5331_0,0,0,0,17532,41184,17910,41454,0,0,OA21x2_ASAP7_75t_R,1.1912400232905185e-10,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_csa_tree_ADD_TC_OP_6_groupi_g6232_dup,0,0,0,83196,55224,83412,55494,0,0,NAND2xp5_ASAP7_75t_R,8.254679578767465e-11,0.0
FE_RC_5330_0,0,0,0,56412,41994,56628,42264,0,0,NAND2xp33_ASAP7_75t_R,4.597660099858736e-11,0.0
FE_RC_5329_0,0,0,0,55872,42804,56034,43074,0,1,INVxp67_ASAP7_75t_R,1.296480024032265e-11,0.0
FE_RC_5328_0,0,0,0,57006,40644,57168,40914,0,1,INVxp67_ASAP7_75t_R,1.296480024032265e-11,0.0
FE_RC_5327_0,0,0,0,56628,41994,56844,42264,0,0,NOR2xp33_ASAP7_75t_R,5.437670105856718e-11,0.0
FE_RC_5326_0,0,0,0,51174,38484,51390,38754,0,0,NAND2xp5_ASAP7_75t_R,3.976100004798866e-11,0.0
FE_RC_5325_0,0,0,0,51390,38484,51714,38754,0,0,AND2x2_ASAP7_75t_R,1.74628991822523e-10,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_mul_124_55_g2988_dup,0,0,0,70290,71964,70668,72234,0,0,MAJIxp5_ASAP7_75t_R,1.3718200186918494e-10,0.0
FE_RC_5324_0,0,0,0,70992,24444,71154,24714,0,1,INVxp67_ASAP7_75t_R,1.296480024032265e-11,0.0
FE_RC_5323_0,0,0,0,71964,24714,72288,24984,0,0,AO21x1_ASAP7_75t_R,9.787790022919296e-11,0.0
FE_RC_5322_0,0,0,0,70506,24444,70668,24714,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_RC_5321_0,0,0,0,71748,24444,71910,24714,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_RC_5320_0,0,0,0,71370,24444,71586,24714,0,0,NAND2xp33_ASAP7_75t_R,4.597660099858736e-11,0.0
FE_RC_5319_0,0,0,0,71154,24444,71370,24714,0,0,NAND2xp33_ASAP7_75t_R,2.6420799575932463e-11,0.0
FE_RC_5317_0,0,0,0,71694,24714,71964,24984,0,0,OAI21xp33_ASAP7_75t_R,4.0127397932243625e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_csa_tree_ADD_TC_OP_6_groupi_g6338_dup,0,0,0,80442,54954,80820,55224,0,0,MAJIxp5_ASAP7_75t_R,5.3413797690415876e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_csa_tree_ADD_TC_OP_6_groupi_g6231_dup,0,0,0,82656,54954,82872,55224,0,0,NAND2xp5_ASAP7_75t_R,8.254679578767465e-11,0.0
FE_RC_5316_0,0,0,0,67158,53334,67320,53604,0,1,INVxp67_ASAP7_75t_R,1.0755366215697837e-11,0.0017073586204787716
FE_RC_5315_0,0,0,0,82548,57654,82710,57924,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_RC_5314_0,0,0,0,74934,55494,75150,55764,0,0,NOR2xp33_ASAP7_75t_R,4.143419982116647e-11,0.0
FE_RC_5313_0,0,0,0,81738,54414,81900,54684,0,1,INVxp67_ASAP7_75t_R,1.296480024032265e-11,0.0
FE_RC_5312_0,0,0,0,81414,54684,81630,54954,0,0,NAND2xp5_ASAP7_75t_R,3.976100004798866e-11,0.0
FE_RC_5311_0,0,0,0,79686,56844,79848,57114,0,1,INVxp67_ASAP7_75t_R,2.4699877559930528e-11,0.0021867436298634857
FE_RC_5310_0,0,0,0,81144,54144,81306,54414,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_RC_5309_0,0,0,0,81360,55224,81630,55494,0,0,AOI21xp5_ASAP7_75t_R,1.4466397697809885e-11,0.0
FE_RC_5308_0,0,0,0,79470,55494,79740,55764,0,0,AOI21xp5_ASAP7_75t_R,7.84495038375077e-11,0.0
FE_RC_5307_0,0,0,0,68508,65754,68832,66024,0,0,AND2x2_ASAP7_75t_R,1.746442712668994e-10,0.0
FE_RC_5306_0,0,0,0,68292,65754,68508,66024,0,0,NAND2xp5_ASAP7_75t_R,3.9778715044125335e-11,0.0
FE_RC_5305_0,0,0,0,61326,37404,61866,37674,0,0,AND2x4_ASAP7_75t_R,3.492939826266195e-10,0.0
FE_RC_5304_0,0,0,0,61002,37404,61326,37674,0,0,NAND2x1_ASAP7_75t_R,7.929900486258745e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_3_mul_124_55_g2876_dup,0,0,0,24930,76284,25362,76554,0,0,NAND2x1p5_ASAP7_75t_R,1.1901800378577576e-10,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_mul_130_55_g4881_dup,0,0,0,73746,45234,74124,45504,0,0,MAJIxp5_ASAP7_75t_R,9.082060103970946e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_mul_130_55_g4756_dup,0,0,0,78498,46314,78876,46584,0,0,MAJIxp5_ASAP7_75t_R,1.3718200186918494e-10,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_mul_132_55_g2814_dup,0,0,0,63378,56034,63918,56304,0,0,OA22x2_ASAP7_75t_R,1.193990045722515e-10,0.0
FE_RC_5303_0,0,0,0,76824,47124,76986,47394,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_RC_5302_0,0,0,0,76824,47394,77040,47664,0,0,NAND2xp5_ASAP7_75t_R,7.666219742352709e-11,0.0
FE_RC_5301_0,0,0,0,76662,47394,76824,47664,0,1,INVxp67_ASAP7_75t_R,1.296480024032265e-11,0.0
FE_RC_5300_0,0,0,0,76500,47664,76824,47934,0,0,OAI22xp5_ASAP7_75t_R,3.693599939791348e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_csa_tree_ADD_TC_OP_6_groupi_g6228_dup,0,0,0,82062,56304,82278,56574,0,0,NAND2xp5_ASAP7_75t_R,8.254679578767465e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_mul_128_55_g2622_dup,0,0,0,56898,37944,57222,38214,0,0,AOI22xp5_ASAP7_75t_R,3.693599939791348e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_1_csa_tree_ADD_TC_OP_6_groupi_g6228_dup,0,0,0,16128,43884,16344,44154,0,0,NAND2xp5_ASAP7_75t_R,8.254679578767465e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_csa_tree_ADD_TC_OP_6_groupi_g6233_dup,0,0,0,80172,52524,80604,52794,0,0,AOI21x1_ASAP7_75t_R,2.394370118841138e-11,0.0
u_NV_NVDLA_cmac_u_core_u_mac_0_mul_130_55_g4758_dup,0,0,0,77634,43884,78012,44154,0,0,MAJIxp5_ASAP7_75t_R,1.6575500694226974e-10,0.0
u_NV_NVDLA_cmac_u_core_u_mac_2_mul_126_55_g6853_dup,0,0,0,55980,28494,56196,28764,0,0,NAND2xp5_ASAP7_75t_R,3.976100004798866e-11,0.0
FE_RC_5299_0,0,0,0,81306,53874,81468,54144,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_RC_5298_0,0,0,0,80766,54144,81090,54414,0,0,OR2x2_ASAP7_75t_R,1.8212199803802065e-10,0.0
FE_RC_5297_0,0,0,0,27090,56304,27252,56574,0,1,INVxp67_ASAP7_75t_R,1.0755366215697837e-11,0.0011245679925195873
FE_RC_5296_0,0,0,0,18882,61164,19044,61434,0,1,INVxp67_ASAP7_75t_R,3.05274000522715e-11,0.0
FE_RC_5295_0,0,0,0,23040,58734,23256,59004,0,0,NOR2xp33_ASAP7_75t_R,4.143419982116647e-11,0.0
FE_RC_5294_0,0,0,0,19584,63054,19746,63324,0,1,INVxp67_ASAP7_75t_R,2.4699877559930528e-11,0.0016139298531925306
