BUFx4f_ASAP7_75t_R,34
BUFx5_ASAP7_75t_R,34
BUFx6f_ASAP7_75t_R,34
BUFx8_ASAP7_75t_R,34
CKINVDCx10_ASAP7_75t_R,35
CKINVDCx11_ASAP7_75t_R,35
CKINVDCx12_ASAP7_75t_R,35
CKINVDCx14_ASAP7_75t_R,35
CKINVDCx16_ASAP7_75t_R,35
CKINVDCx20_ASAP7_75t_R,35
CKINVDCx5p33_ASAP7_75t_R,35
CKINVDCx6p67_ASAP7_75t_R,35
CKINVDCx8_ASAP7_75t_R,35
CKINVDCx9p33_ASAP7_75t_R,35
DFFHQNx1_ASAP7_75t_R,33
DFFHQNx2_ASAP7_75t_R,33
DFFHQNx3_ASAP7_75t_R,33
DFFHQx4_ASAP7_75t_R,36
DFFLQNx1_ASAP7_75t_R,33
DFFLQNx2_ASAP7_75t_R,33
DFFLQNx3_ASAP7_75t_R,33
DFFLQx4_ASAP7_75t_R,36
DHLx1_ASAP7_75t_R,36
DHLx2_ASAP7_75t_R,36
DHLx3_ASAP7_75t_R,36
DLLx1_ASAP7_75t_R,36
DLLx2_ASAP7_75t_R,36
DLLx3_ASAP7_75t_R,36
FAx1_ASAP7_75t_R,37
HAxp5_ASAP7_75t_R,38
HB1xp67_ASAP7_75t_R,34
HB2xp67_ASAP7_75t_R,34
HB3xp67_ASAP7_75t_R,34
HB4xp67_ASAP7_75t_R,34
INVx11_ASAP7_75t_R,35
INVx13_ASAP7_75t_R,35
INVx1_ASAP7_75t_R,35
INVx2_ASAP7_75t_R,35
INVx3_ASAP7_75t_R,35
INVx4_ASAP7_75t_R,35
INVx5_ASAP7_75t_R,35
INVx6_ASAP7_75t_R,35
INVx8_ASAP7_75t_R,35
INVxp33_ASAP7_75t_R,35
INVxp67_ASAP7_75t_R,35
MAJIxp5_ASAP7_75t_R,39
MAJx2_ASAP7_75t_R,40
MAJx3_ASAP7_75t_R,40
NAND2x1_ASAP7_75t_R,41
NAND2x1p5_ASAP7_75t_R,41
NAND2x2_ASAP7_75t_R,41
NAND2xp33_ASAP7_75t_R,41
NAND2xp5_ASAP7_75t_R,41
NAND2xp67_ASAP7_75t_R,41
NAND3x1_ASAP7_75t_R,42
NAND3x2_ASAP7_75t_R,42
NAND3xp33_ASAP7_75t_R,42
NAND4xp25_ASAP7_75t_R,43
NAND4xp75_ASAP7_75t_R,43
NAND5xp2_ASAP7_75t_R,44
NOR2x1_ASAP7_75t_R,45
NOR2x1p5_ASAP7_75t_R,45
NOR2x2_ASAP7_75t_R,45
NOR2xp33_ASAP7_75t_R,45
NOR2xp67_ASAP7_75t_R,45
NOR3x1_ASAP7_75t_R,46
NOR3x2_ASAP7_75t_R,46
NOR3xp33_ASAP7_75t_R,46
NOR4xp25_ASAP7_75t_R,47
NOR4xp75_ASAP7_75t_R,47
NOR5xp2_ASAP7_75t_R,48
O2A1O1Ixp33_ASAP7_75t_R,49
O2A1O1Ixp5_ASAP7_75t_R,49
OA211x2_ASAP7_75t_R,50
OA21x2_ASAP7_75t_R,51
OA221x2_ASAP7_75t_R,52
OA222x2_ASAP7_75t_R,53
OA22x2_ASAP7_75t_R,54
OA31x2_ASAP7_75t_R,55
OA331x1_ASAP7_75t_R,56
OA331x2_ASAP7_75t_R,56
OA332x1_ASAP7_75t_R,57
OA332x2_ASAP7_75t_R,57
OA333x1_ASAP7_75t_R,58
OA333x2_ASAP7_75t_R,58
OA33x2_ASAP7_75t_R,59
OAI211xp5_ASAP7_75t_R,60
OAI21x1_ASAP7_75t_R,61
OAI21xp33_ASAP7_75t_R,61
OAI21xp5_ASAP7_75t_R,61
OAI221xp5_ASAP7_75t_R,62
OAI222xp33_ASAP7_75t_R,63
OAI22x1_ASAP7_75t_R,64
OAI22xp33_ASAP7_75t_R,64
OAI22xp5_ASAP7_75t_R,64
OAI311xp33_ASAP7_75t_R,65
OAI31xp33_ASAP7_75t_R,66
OAI31xp67_ASAP7_75t_R,66
OAI321xp33_ASAP7_75t_R,67
OAI322xp33_ASAP7_75t_R,68
OAI32xp33_ASAP7_75t_R,69
OAI331xp33_ASAP7_75t_R,70
OAI332xp33_ASAP7_75t_R,71
OAI333xp33_ASAP7_75t_R,72
OAI33xp33_ASAP7_75t_R,73
OR2x2_ASAP7_75t_R,74
OR2x4_ASAP7_75t_R,74
OR2x6_ASAP7_75t_R,74
OR3x1_ASAP7_75t_R,75
OR3x2_ASAP7_75t_R,75
OR3x4_ASAP7_75t_R,75
OR4x1_ASAP7_75t_R,76
OR4x2_ASAP7_75t_R,76
OR5x1_ASAP7_75t_R,77
OR5x2_ASAP7_75t_R,77
SDFHx1_ASAP7_75t_R,33
SDFHx2_ASAP7_75t_R,33
SDFHx3_ASAP7_75t_R,33
SDFHx4_ASAP7_75t_R,33
SDFLx1_ASAP7_75t_R,33
SDFLx2_ASAP7_75t_R,33
SDFLx3_ASAP7_75t_R,33
SDFLx4_ASAP7_75t_R,33
TIEHIx1_ASAP7_75t_R,78
TIELOx1_ASAP7_75t_R,79
XNOR2x1_ASAP7_75t_R,80
XNOR2x2_ASAP7_75t_R,80
XNOR2xp5_ASAP7_75t_R,80
XOR2x1_ASAP7_75t_R,81
XOR2x2_ASAP7_75t_R,81
XOR2xp5_ASAP7_75t_R,81
sram_asap7_64x256_1rw,82
sram_asap7_16x256_1rw,83
sram_asap7_32x256_1rw,84
